product,cpe,vid
acftp,cpe:/a:acftp:acftp,5448
acgv news,cpe:/a:acgv_news:acgv_news,5450
acgv news,cpe:/a:acgv.free:acgv_news,5449
acgvclick,cpe:/a:acgvclick:acgvclick,5451
dual dhcp dns server,cpe:/a:achal_dhir:dual_dhcp_dns_server,19323
Home DNS Server,cpe:/a:achal_dhir:home_dns_server,47246
Open DHCP Server,cpe:/a:achal_dhir:open_dhcp_server,47431
Achievo,cpe:/a:achievo:achievo,4156
ezradius,cpe:/a:achmad_zaenuri:ezradius,5452
Acidcat CMS,cpe:/a:acidcat:acidcat_cms,3770
Eclair,cpe:/a:acinq:eclair,42982
micro_httpd,cpe:/a:acme_labs:micro_httpd,5453
mini_httpd,cpe:/a:acme_labs:mini_httpd,5454
thttpd,cpe:/a:acme_labs:thttpd,1833
Acobot Live Chat & Contact Form,cpe:/a:acobot_live_chat_%26_contact_form_project:acobot_live_chat_%26_contact_form,23547
acoustica mp3 cd burner,cpe:/a:acoustica:acoustica_mp3_cd_burner,5455
beatcraft,cpe:/a:acoustica:beatcraft,5456
mixcraft,cpe:/a:acoustica:mixcraft,5457
mp3 audio mixer,cpe:/a:acoustica:mp3_audio_mixer,5458
acp3,cpe:/a:acp3:acp3,5459
acpid,cpe:/a:tim_hockin:acpid,2125
Drupal Commons,cpe:/a:acquia:commons,13193
Mautic,cpe:/a:acquia:mautic,48240
Mollom,cpe:/a:acquia:mollom,25348
ACRA ライブラリ,cpe:/a:acra:acra_library,13220
femitter server,cpe:/a:acritum:femitter_server,5460
Acrolinx Server,cpe:/a:acrolinx:acrolinx_server,33004
Cyber Backup,cpe:/a:acronis:cyber_backup,45915
Cyber Protect,cpe:/a:acronis:cyber_protect,45916
snap deploy,cpe:/a:acronis:snap_deploy,5461
True Image,cpe:/a:acronis:true_image,5462
True Image 2020,cpe:/a:acronis:true_image_2020,50699
true image echo server,cpe:/a:acronis:true_image_echo_server,5463
true image windows agent,cpe:/a:acronis:true_image_windows_agent,5464
ActFax,cpe:/a:actfax:actfax,46857
ACTi 製カメラファームウェア,cpe:/o:acti:camera_firmware,29070
network video recorder,cpe:/a:acti:network_video_recorder,5465
NVR,cpe:/a:acti:nvr,45865
Actian Matrix,cpe:/a:actian:matrix,24222
Pervasive PSQL,cpe:/a:actian:pervasive_psql,29989
Zen,cpe:/a:actian:zen,29990
actionpoll,cpe:/a:actionpoll:actionpoll,5466
EZCast Pro II ファームウェア,cpe:/o:actions-micro:ezcast_pro_ii_firmware,47138
C1000A ファームウェア,cpe:/o:actiontec:c1000a_firmware,37265
GT784WN Wireless N DSL モデムルータ,cpe:/h:actiontec:gt784wn_wireless_n_dsl_modem,24683
T2200H ファームウェア,cpe:/o:actiontec:t2200h_firmware,35889
WCB6200Q ファームウェア,cpe:/o:actiontec:wcb6200q_firmware,33702
WEB6000Q ファームウェア,cpe:/o:actiontec:web6000q_firmware,39254
active 24,cpe:/a:active_24_project:active_24,22082
active trade,cpe:/a:active_trade:active_trade,5467
active-support,cpe:/a:activesupport_project:activesupport,35632
activecalendar,cpe:/a:activecalendar:activecalendar,5473
1-2-all broadcast email,cpe:/a:activecampaign:1-2-all_broadcast_email,5474
ActiveCampaign,cpe:/a:activecampaign:activecampaign,49884
knowledgebuilder,cpe:/a:activecampaign:knowledgebuilder,5475
supporttrio,cpe:/a:activecampaign:supporttrio,18826
triolive,cpe:/a:activecampaign:triolive,5476
activeCollab Chat Module,cpe:/a:a51dev:activecollab_chat_module,17341
Active CMS,cpe:/a:activedev:active_cms,3243
ActiveHelper LiveHelp Live Chat,cpe:/a:activehelper:activehelper_livehelp_live_chat,20435
com activehelper livehelp,cpe:/a:activehelper:com_activehelper_livehelp,5477
server,cpe:/a:activepdf:server,5478
Toolkit,cpe:/a:activepdf:activepdf_toolkit,32854
activereportsexcelreport,cpe:/a:activereportsexcelreport:activereportsexcelreport,5479
MyBuilder,cpe:/a:activesoft:mybuilder,40971
ActivePerl,cpe:/a:activestate:activeperl,2143
ActivePython,cpe:/a:activestate:activepython,18158
ActiveTcl,cpe:/a:activestate:activetcl,13142
GadgetTrak Mobile Security,cpe:/a:gadgettrak:gadgettrak_mobile_security,21045
contentserver,cpe:/a:activeweb:contentserver,5480
active auction house,cpe:/a:activewebsoftwares:active_auction_house,5481
active bids,cpe:/a:activewebsoftwares:active_bids,5482
active business directory,cpe:/a:activewebsoftwares:active_business_directory,5483
active ewebquiz,cpe:/a:activewebsoftwares:active_ewebquiz,5484
active force matrix,cpe:/a:activewebsoftwares:active_force_matrix,5485
active link engine,cpe:/a:activewebsoftwares:active_link_engine,5469
active membership,cpe:/a:activewebsoftwares:active_membership,5486
active newsletter,cpe:/a:activewebsoftwares:active_newsletter,5487
active photo gallery,cpe:/a:activewebsoftwares:active_photo_gallery,5488
active price comparison,cpe:/a:activewebsoftwares:active_price_comparison,5489
active test,cpe:/a:activewebsoftwares:active_test,5490
active time billing,cpe:/a:activewebsoftwares:active_time_billing,5491
active trade,cpe:/a:activewebsoftwares:active_trade,5492
active web helpdesk,cpe:/a:activewebsoftwares:active_web_helpdesk,5493
active web mail,cpe:/a:activewebsoftwares:active_web_mail,5494
activevotes,cpe:/a:activewebsoftwares:activevotes,5495
aspreferral,cpe:/a:activewebsoftwares:aspreferral,5496
ewebquiz,cpe:/a:activewebsoftwares:ewebquiz,5497
quick tree view .net,cpe:/a:activewebsoftwares:quick_tree_view_.net,5498
actsoft dvd tools,cpe:/a:activex_soft:actsoft_dvd_tools,5499
call of duty,cpe:/a:activision:call_of_duty,5500
Call of Duty  Black Ops 1,cpe:/a:activision:call_of_duty%3a_black_ops_1,38367
Call of Duty  Black Ops 2,cpe:/a:activision:call_of_duty%3a_blacks_ops_2,38368
call of duty 2,cpe:/a:activision:call_of_duty_2,5501
call of duty 4,cpe:/a:activision:call_of_duty_4,5502
Call of Duty Advanced Warfare,cpe:/a:activision:call_of_duty%3a_advanced_warfare,38366
Call of Duty Elite,cpe:/a:activision:call_of_duty_elite,16830
Call of Duty Ghosts,cpe:/a:activision:call_of_duty%3a_ghosts,38369
Call of Duty Modern Warfare 2,cpe:/a:activision:call_of_duty_modern_warfare_2,33565
Call of Duty Modern Warfare 3,cpe:/a:activision:call_of_duty%3a_modern_warfare_3,38371
call of duty united offensive,cpe:/a:activision:call_of_duty_united_offensive,5503
Activity,cpe:/a:activity_project:activity,42089
actix-codec,cpe:/a:actix:actix-codec,48928
actix-http,cpe:/a:actix:actix-http,48929
actix-service,cpe:/a:actix:actix-service,49042
actix-utils,cpe:/a:actix:actix-utils,48932
actors key,cpe:/a:actorskey:actors_key,22613
actsite,cpe:/a:actsite:actsite,5504
actualanalyzer gold,cpe:/a:actualscripts:actualanalyzer_gold,5505
actualanalyzer lite,cpe:/a:actualscripts:actualanalyzer_lite,5506
actualanalyzer pro,cpe:/a:actualscripts:actualanalyzer_pro,5507
actualanalyzer server,cpe:/a:actualscripts:actualanalyzer_server,5508
Acunetix Web Vulnerability Scanner,cpe:/a:acunetix:web_vulnerability_scanner,5509
Social Media Widget,cpe:/a:acurax:social_media_widget,32381
acute control panel,cpe:/a:acutecp:acute_control_panel,5511
acutecp,cpe:/a:acutecp.rediscussed:acutecp,5510
acvsws php5,cpe:/a:acvsws:acvsws_php5,5512
AcyMailing,cpe:/a:acyba:acymailing_starter,33013
AcySMS,cpe:/a:acyba:acysms,33136
Ad Buttons,cpe:/a:ad_buttons_project:ad_buttons,39949
Ad Inserter,cpe:/a:ad_inserter_project:ad_inserter,40090
Ad-minister,cpe:/a:ad-minister_project:ad-minister,19090
imgsvr,cpe:/a:ada:imgsvr,5513
Ada Web Services,cpe:/a:adacore:ada_web_services,3838
mixme,cpe:/a:adaltas:mixme,50337
printf,cpe:/a:adaltas:printf,49792
G-Ticket,cpe:/a:adaltech:g-ticket,33612
point-cli,cpe:/a:point-cli_project:point-cli,32132
moodle courselist,cpe:/a:adam_gerson:moodle_courselist,5514
SharpCompress,cpe:/a:sharpcompress_project:sharpcompress,35342
ajlogin,cpe:/a:adam_jarret:ajlogin,5515
Crypt::DSA,cpe:/a:adam_kennedy:crypt-dsa,2985
Token authentication,cpe:/a:adam_ross:tokenauth,8925
flip,cpe:/a:adam_scheinberg:flip,5516
ownrs,cpe:/a:adam_tomecek:ownrs,5517
com forum,cpe:/a:adam_van_dongen:com_forum,5518
phpbb component,cpe:/a:adam_van_dongen:phpbb_component,5519
codders-dataset,cpe:/a:codders-dataset_project:codders-dataset,32140
sounder,cpe:/a:adam_zaninovich:sounder,18147
fat player,cpe:/a:adammo:fat_player,5520
adamvr-geoip-lite,cpe:/a:adamvr-geoip-lite_project:adamvr-geoip-lite,34003
adaptbb,cpe:/a:adaptbb:adaptbb,5521
adaptcms,cpe:/a:adaptcms:adaptcms,4157
infinite responder,cpe:/a:adaptive_business_design:infinite_responder,5522
Moab,cpe:/a:adaptivecomputing:moab,21380
TORQUE Resource Manager,cpe:/a:adaptivecomputing:torque_resource_manager,3688
alpha ethernet adapter ii,cpe:/h:adaptivedisplays:alpha_ethernet_adapter_ii,8724
alpha ethernet adapter ii web manager,cpe:/a:adaptivedisplays:alpha_ethernet_adapter_ii_web_manager,5523
adaptweb,cpe:/a:adaptweb:adaptweb,5524
TRACE MODE Data Center,cpe:/a:adastra:trace_mode_data_center,5076
Morning Coffee theme,cpe:/a:adazing:morning_coffee,3677
DV 2210 ファームウェア,cpe:/o:adbglobal:dv2210_firmware,35130
Epicentro,cpe:/o:adbglobal:epicentro,36411
P.RG AV4202N ファームウェア,cpe:/o:adbglobal:prg_av4202n_firmware,35133
VV 2220 ファームウェア,cpe:/o:adbglobal:vv2220_firmware,35131
VV 5522 ファームウェア,cpe:/o:adbglobal:vv5522_firmware,35132
P.DGA4001N,cpe:/h:adb:p.dga4001n,23374
P.DGA4001N ファームウェア,cpe:/o:adb:p.dga4001n_firmware,23373
adb-driver project,cpe:/a:adb-driver_project:adb-driver,44204
AdBlock,cpe:/a:adblock:adblock,29448
Adblock Plus,cpe:/a:adblockplus:adblock_plus,38486
adbnewssender,cpe:/a:adbnewssender:adbnewssender,5525
censtore,cpe:/a:adcentrix:censtore,19306
Node Field,cpe:/a:adcillc:node_field,24418
Simple meta,cpe:/a:adcillc:simplemeta,8931
Node View Permissions,cpe:/a:adcisolutions:node_view_permissions,18459
Adcolony library,cpe:/a:adcolony:adcolony_library,21085
poll pro,cpe:/a:adcomplete:poll_pro,5526
A840 Telemetry Gateway ファームウェア,cpe:/o:adcon:a840_telemetry_gateway_base_station_firmware,25248
A850 Telemetry Gateway,cpe:/h:adcon:a850_telemetry_gateway_base_station,27978
A850 Telemetry Gateway ファームウェア,cpe:/o:adcon:a850_telemetry_gateway_base_station_firmware,27977
Add From Server,cpe:/a:add_from_server_project:add_from_server,40026
add-edit-delete-listing-for-member-module,cpe:/a:add-edit-delete-listing-for-member-module_project:add-edit-delete-listing-for-member-module,30574
addalink,cpe:/a:addalink:addalink,5527
addis gag funny amharic pic,cpe:/a:addisgag:addis_gag_funny_amharic_pic,22064
AddThis,cpe:/a:addthis:addthis,40803
adempiere,cpe:/a:adempiere:adempiere,5528
bazaar,cpe:/a:adempiere:bazaar,5529
Blog2Social,cpe:/a:blog2social:blog2social,37729
AdGuard Home,cpe:/a:adguard:adguard_home,49680
com konsultasi,cpe:/a:adhie_utomo:com_konsultasi,5530
Adhouma CMS,cpe:/a:adhouma_cms_project:adhouma_cms,40991
adidas eyewear,cpe:/a:adidas:adidas_eyewear,22332
仲間とつくるホノルルアルバム,cpe:/a:adidas:honolulu,21077
librelp,cpe:/a:rsyslog:librelp,33134
LogAnalyzer,cpe:/a:rsyslog:loganalyzer,20846
rsyslog,cpe:/a:rsyslog:rsyslog,4776
jpgraph,cpe:/a:aditus:jpgraph,5531
Aditus Token,cpe:/a:aditustoken_project:aditustoken,35328
Adium,cpe:/a:adium:adium,2242
rekonq,cpe:/a:adjam:rekonq,3272
Admidio,cpe:/a:admidio:admidio,5532
Admin Columns,cpe:/a:admincolumns:admin_columns,41526
Admin Font Editor,cpe:/a:admin-font-editor_project:admin-font-editor,27026
Admin Management Xtended,cpe:/a:admin_management_xtended_project:admin_management_xtended,40765
Admin Menu,cpe:/a:admin_menu_project:admin_menu,45698
Admin Notes,cpe:/a:admin_notes_project:admin_notes,33719
admin phorum,cpe:/a:admin_phorum:admin_phorum,5533
Administration Views,cpe:/a:administration_views_project:administration_views,24667
admin news tools,cpe:/a:adminnewstools:admin_news_tools,5534
wp related posts,cpe:/a:adminofsystem:wp_related_posts,4158
AdminPanel,cpe:/a:adminpanel_project:adminpanel,44930
EmailArchitect Email Server,cpe:/a:emailarchitect:emailarchitect_email_server,20411
Adminsystems CMS,cpe:/a:adminsystems_cms_project:adminsystems_cms,23539
adnforum,cpe:/a:adnforum:adnforum,5535
nevisAuth,cpe:/a:adnovum:nevisauth,24898
adodb lite,cpe:/a:adodb_lite:adodb_lite,5553
adopt o pet,cpe:/a:adopt_o_pet_project:adopt_o_pet,21908
astanda directory project,cpe:/a:adp:astanda_directory_project,5554
adp agency immobiliare,cpe:/a:adp4u:adp_agency_immobiliare,22539
NetCrunch,cpe:/a:adremsoft:netcrunch,48728
Adrenalin,cpe:/a:myadrenalin:adrenalin,35901
Adrenalin HRMS,cpe:/a:myadrenalin:human_resource_management_software,36328
adrenalins asp chat,cpe:/a:adrenalin_labs:adrenalins_asp_chat,5555
RTG,cpe:/a:adrian_chadd:rtg,9046
RTG2,cpe:/a:adrian_chadd:rtg2,9047
AdRotate,cpe:/a:adrotateplugin:adrotate,3367
adsdx,cpe:/a:adsdx:adsdx,5556
ad management software,cpe:/a:adserversolutions:ad_management_software,5557
affiliate software java,cpe:/a:adserversolutions:affiliate_software_java,5558
banner exchange software,cpe:/a:adserversolutions:banner_exchange_software,5559
LifeShield HD Video Doorbell ファームウェア,cpe:/o:adt:lifeshield_diy_hd_video_doorbell_firmware,49521
ADT Taxis,cpe:/a:adt-taxis:adt_taxis,21214
adtensor,cpe:/a:adtensor_project:adtensor,48504
ADTRAN Operating System,cpe:/o:adtran:aos,19073
NetVanta 7060,cpe:/h:adtran:netvanta_7060,19076
NetVanta 7100,cpe:/h:adtran:netvanta_7100,19074
Personal Phone Manager,cpe:/a:adtran:personal_phone_manager,50012
PMAA,cpe:/a:adtran:pmaa,37995
PrivDog,cpe:/a:misc:adtrustmedia_privdog,23562
adult directory,cpe:/a:adult_directory:adult_directory,5560
Adult Script Pro,cpe:/a:adultscriptpro:adultscriptpro,31057
adultscript,cpe:/a:adultscript:adultscript,5561
Adups FOTA,cpe:/a:adups:adups_fota,27695
i6A ファームウェア,cpe:/o:advandigital:i6a_firmware,41926
Advance Crowdfunding Script,cpe:/a:advance_crowdfunding_script_project:advance_crowdfunding_script,37909
AdvancePro,cpe:/a:advanceprotech:advanceware,18159
AdvanceCOMP,cpe:/a:advancemame:advancecomp,35388
Advanced AJAX Page Loader,cpe:/a:advanced_ajax_page_loader_project:advanced_ajax_page_loader,40050
virtual support office xp,cpe:/a:advanced_data_solutions:virtual_support_office_xp,5563
Advanced Forum Signatures,cpe:/a:advanced_forum_signatures_project:advanced_forum_signatures,19822
advanced guestbook,cpe:/a:advanced_guestbook:advanced_guestbook,5564
logistics ソフトウェア,cpe:/o:ais:logistic_software,38893
advanced links management,cpe:/a:advanced_links_management:advanced_links_management,5565
Michael Baker FCU,cpe:/a:amiscu:michael_baker_federal_credit_union,21071
Westmoreland Water FCU,cpe:/a:amiscu:westmoreland_water_fcu,21072
AMD Athlon II 640 X4,cpe:/h:amd:athlon_ii_640_x4,28077
AMD E-350,cpe:/h:amd:e-350,28078
AMD Family 16h Models 00h-0Fh プロセッサ,cpe:/h:amd:16h_model_00h-0fh_processor,18770
AMD Family 16h Models 00h-0Fh プロセッサ ファームウェア,cpe:/o:amd:16h_model_processor_firmware,18771
AMD FX-8120 8-Core,cpe:/h:amd:fx-8120_8-core,28079
AMD FX-8320 8-Core,cpe:/h:amd:fx-8320_8-core,28080
AMD FX-8350 8-Core,cpe:/h:amd:fx-8350_8-core,28081
AMD OverDrive,cpe:/a:amd:overdrive,44893
AMD Phenom 9550 4-Core,cpe:/h:amd:phenom_9550_4-core,28082
AMD User Experience Program Launcher,cpe:/a:amd:user_experience_program,43309
AMD VBIOS Flash Tool Software Development Kit,cpe:/a:amd:vbios_flash_tool_software_development_kit,47891
amd64,cpe:/h:amd:amd64,8735
ATIDXX64,cpe:/a:amd:atidxx64,42821
atikmdag.sys,cpe:/o:amd:atikmdag.sys,46988
atillk64,cpe:/a:amd:atillk64,44766
catalyst driver,cpe:/a:amd:catalyst_driver,5766
Energy Driver for Linux,cpe:/a:amd:energy_driver_for_linux,48118
EPYC 7232p,cpe:/h:amd:epyc_7232p,50709
EPYC 7251,cpe:/h:amd:epyc_7251,50710
EPYC 7252,cpe:/h:amd:epyc_7252,50711
EPYC 7261,cpe:/h:amd:epyc_7261,50712
EPYC 7262,cpe:/h:amd:epyc_7262,50713
EPYC 7272,cpe:/h:amd:epyc_7272,50715
EPYC 7281,cpe:/h:amd:epyc_7281,50716
EPYC 7282,cpe:/h:amd:epyc_7282,50717
EPYC 72f3,cpe:/h:amd:epyc_72f3,50718
EPYC 7301,cpe:/h:amd:epyc_7301,50719
EPYC Server ファームウェア,cpe:/o:amd:epyc_server_firmware,33112
fglrx-driver,cpe:/a:amd:fglrx-driver,29413
Radeon 550 ファームウェア,cpe:/o:amd:radeon_550_firmware,41474
Radeon RX 550 ファームウェア,cpe:/o:amd:radeon_rx_550_firmware,41473
Radeon RX 550x ファームウェア,cpe:/o:amd:radeon_rx_550x_firmware,41476
Ryzen,cpe:/a:amd:ryzen,28487
Ryzen Master,cpe:/o:amd:ryzen_master,47157
Ryzen Mobile ファームウェア,cpe:/o:amd:ryzen_mobile_firmware,33114
Ryzen Pro ファームウェア,cpe:/o:amd:ryzen_pro_firmware,33115
Ryzen ファームウェア,cpe:/o:amd:ryzen_firmware,33113
Secure Encrypted Virtualization ファームウェア,cpe:/o:amd:secure_encrypted_virtualization_firmware,39271
Trusted Platform Modules reference,cpe:/a:amd:trusted_platform_modules_reference,47893
Advanced Packaging Tool,cpe:/a:advanced_package_tool:advanced_package_tool,19914
advanced poll,cpe:/a:advanced_poll:advanced_poll,5566
DTE Axiom,cpe:/a:advance_productivity_software:dte_axiom,13278
Advanced Real Estate Script,cpe:/a:advanced_real_estate_script_project:advanced_real_estate_script,31933
enigma browser,cpe:/a:advanced_search_technologies_inc.:enigma_browser,5567
advanced searchbar,cpe:/a:advanced_searchbar:advanced_searchbar,5568
chartdirector,cpe:/a:advanced_software_engineering:chartdirector,5569
LibAxl,cpe:/a:advanced_software_production_line:libaxl,30463
vortex library,cpe:/a:advanced_software_production_line:vortex_library,5570
advanced website creator,cpe:/a:advanced_website_creator:advanced_website_creator,5571
Advanced Woo Search,cpe:/a:advanced-woo-search:advanced_woo_search,44697
advanced-clan-script,cpe:/a:advanced-clan-script:advanced-clan-script,5562
advancedreports,cpe:/a:advanced_reports_project:advanced_reports,46352
AdvancedShit,cpe:/a:advancedshit_project:advancedshit,35046
p202s,cpe:/h:advantage_century_telecommunication:p202s,18831
DualDesk,cpe:/a:advantig:dualdesk,32875
eventlog analyzer,cpe:/a:adventnet:eventlog_analyzer,5572
manageengine netflow analyzer,cpe:/a:adventnet:manageengine_netflow_analyzer,5573
zoho virtual office,cpe:/a:adventnet:zoho_virtual_office,13455
advertisementmanager,cpe:/a:advertisementmanager:advertisementmanager,5574
Build Engine,cpe:/a:advsys:build_engine,43529
PNGOUT,cpe:/a:advsys:pngout,48202
aedes,cpe:/a:aedes_project:aedes,35651
Advanced Electron Forum,cpe:/a:anelectron:advanced_electron_forum,4176
aegir,cpe:/a:aegir_project:aegir,34518
Hostmaster (Aegir),cpe:/a:aegirproject:hostmaster,8938
aegis,cpe:/a:aegis:aegis,5575
aegis-web,cpe:/a:aegis:aegis-web,5576
smartgate ssl server,cpe:/a:aep_networks:smartgate_ssl_server,5577
aeries browser interface,cpe:/a:aeries:aeries_browser_interface,5578
aeries student information system,cpe:/a:aeries:aeries_student_information_system,5579
AeroAdmin,cpe:/a:aeroadmin:aeroadmin,29652
aeroexpress,cpe:/a:aeroexpress:aeroexpress,22745
HiveManager Classic,cpe:/a:aerohive:hivemanager_classic,30503
aerospike,cpe:/a:aerospike:aerospike,33886
Aerospike Database Server,cpe:/a:aerospike:database_server,27799
exiftags,cpe:/a:aertherwide:exiftags,5580
AES encryption,cpe:/a:aes_encryption_project:aes_encryption,49132
AESCrypt,cpe:/a:aescrypt_project:aescrypt,28909
aedating,cpe:/a:aewebworks:aedating,5581
Linux Dash,cpe:/a:linux-dash_project:linux-dash,32072
afcommerce,cpe:/a:afcommerce:afcommerce,5582
affiliate market,cpe:/a:affiliate_market:affiliate_market,5583
com datafeeds,cpe:/a:affiliatefeeds:com_datafeeds,5584
Affiligator,cpe:/a:getaffiligator:affiligator,32272
affinity mobile atm locator,cpe:/a:affinitycu:affinity_mobile_atm_locator,22204
AFFLIB,cpe:/a:afflib:afflib,5585
afgb guestbook,cpe:/a:afgb:afgb_guestbook,5586
Afian FileRun,cpe:/a:afian:filerun,32792
aflog,cpe:/a:aflog:aflog,5587
AFNetworking,cpe:/a:afnetworking_project:afnetworking,24974
africa be gone,cpe:/a:africabegone:africa_be_gone,5588
afro-beat,cpe:/a:afro-beat_project:afro-beat,22168
metalcasting newsstand,cpe:/a:afsinc:metalcasting_newsstand,22851
TickFa,cpe:/a:aftab:tickfa,24338
Browser and Operating System Finder,cpe:/a:misc:aftab_muni_browser_and_operating_system_finder,49892
Testa Online Test Management System,cpe:/a:testa:online_test_management_system,18766
afterlife with archie,cpe:/a:afterlifewitharchie:afterlife_with_archie,21972
Aurora,cpe:/a:afterlogic:aurora,30581
MailBee Objects,cpe:/a:afterlogic:mailbee_objects,5589
MailBee WebMail,cpe:/a:afterlogic:mailbee_webmail,5590
MailBee WebMail Pro,cpe:/a:afterlogic:mailbee_webmail_pro,5591
MailSuite Pro,cpe:/a:afterlogic:mailsuite_pro,9196
WebMail,cpe:/a:afterlogic:webmail,30582
WebMail Pro,cpe:/a:afterlogic:webmail_pro,5592
afuse,cpe:/a:afuse:afuse,5593
ag-grid,cpe:/a:ag-grid:ag-grid,34422
ag klettern odenwald,cpe:/a:ag-klettern-odenwald:ag_klettern_odenwald,22611
mosmedia lite,cpe:/a:ag-solutions:mosmedia_lite,5594
arcadem,cpe:/a:agaresmedia:arcadem,5595
arcadem pro,cpe:/a:agaresmedia:arcadem_pro,5596
phpautovideo,cpe:/a:agaresmedia:phpautovideo,5597
themesitescript,cpe:/a:agaresmedia:themesitescript,5598
